Med_Name,Med_Kind,Med_Plc,Med_Remark

庆大霉素, [口服液体剂],河南省,备注：

高乌甲素, [注射剂],河南省,备注：

重组改构人肿瘤坏死因子, [注射剂],河南省,备注：限非小细胞肺癌、非霍奇金氏淋巴瘤患者化疗辅助治疗

左亚叶酸钙, [注射剂],河南省,备注：

伊班膦酸, [注射剂],河南省,备注：限恶性肿瘤引发的溶骨性疾病及重度骨质疏松

氨酪酸, [口服常释剂型],河南省,备注：

乙酰谷酰胺, [注射剂],河南省,备注：

奥拉西坦, [注射剂],河南省,备注：

胸腺肽, [注射剂],河南省,备注：

骨化三醇, [软膏剂],河南省,备注：限工伤保险

曲马多(Ⅱ), [缓释控释剂型],河南省,备注：

炔雌醇环丙孕酮, [口服常释剂型],河南省,备注：△

氢化泼尼松, [注射剂],河南省,备注：

小牛脾提取物, [注射剂],河南省,备注：

奥沙利铂甘露醇, [注射剂],河南省,备注：

甘露聚糖肽, [注射剂],河南省,备注：限恶性肿瘤治疗

甘露聚糖肽, [口服常释剂型],河南省,备注：

奥司他韦, [颗粒剂],河南省,备注：限流感重症患者

帕利哌酮, [注射剂],河南省,备注：限二线用药

多潘立酮, [口服液体剂],河南省,备注：限儿童及吞咽困\n难者

磷霉素氨丁三醇, [口服散剂],河南省,备注：

丙帕他莫, [注射剂],河南省,备注：

达克罗宁, [胶浆剂],河南省,备注：

右美托咪定, [注射剂],河南省,备注：

维生素AD, [口服常释剂型;口服液体剂],河南省,备注：

复方碳酸钙, [颗粒剂泡腾片],河南省,备注：

圣·约翰草提取物, [口服常释剂型],河南省,备注：

复方次硝酸铋, [口服常释剂型],河南省,备注：

屈他维林, [口服常释剂型],河南省,备注：

屈他维林, [注射剂],河南省,备注：

磷酸钠盐, [口服液体剂],河南省,备注：

复方樟柳碱, [注射剂],河南省,备注：

体虚感冒口服液, ,河南省,备注：

金鸡丸, ,河南省,备注：

孕康口服液, ,河南省,备注：

杏芎氯化钠, [注射剂],河南省,备注：限缺血性心脑血管疾病

参芎葡萄糖, [注射剂],河南省,备注：限缺血性心脑血管疾病

丹参川芎嗪, [注射剂],河南省,备注：限缺血性心脑血管疾病

二丁酰环磷腺苷, [注射剂],河南省,备注：

辅酶Ⅰ, [注射剂],河南省,备注：

"1,6-二磷酸果糖", [注射剂],河南省,备注：限心肌炎、心律失常

三磷酸腺苷辅酶胰岛素, [注射剂],河南省,备注：限缺血性心脑血管疾病

安乃近, [滴鼻剂],河南省,备注：

氟比洛芬, [巴布膏剂],河南省,备注：

利巴韦林, [口服液体剂],河南省,备注：

两性霉素B脂质体, [注射剂],河南省,备注：

阿司匹林, [缓释控释剂型],河南省,备注：

地佐辛, [注射剂],河南省,备注：

芬布芬, [口服常释剂型],河南省,备注：

头孢哌酮他唑巴坦, [注射剂],河南省,备注：

头孢地嗪, [注射剂],河南省,备注：

阿莫西林氟氯西林, [注射剂],河南省,备注：

厄他培南, [注射剂],河南省,备注：限其他抗生素治疗无效的重度感染

甲砜霉素甘氨酸酯, [注射剂],河南省,备注：

罗红霉素, [缓释控释剂型],河南省,备注：

小儿感冒退热糖浆, ,河南省,备注：限儿童

抗感颗粒, ,河南省,备注：

小儿解表止咳口服液, ,河南省,备注：限儿童

细辛脑注射液, ,河南省,备注：

肝复康片, ,河南省,备注：

参芪健胃颗粒, ,河南省,备注：

小儿清肺化痰泡腾片, ,河南省,备注：限儿童

咳特灵片, ,河南省,备注：

复方鲜竹沥, ,河南省,备注：

小儿肺热咳喘口服液, ,河南省,备注：限儿童

心舒宝胶囊, ,河南省,备注：

猕猴桃颗粒, ,河南省,备注：

川芎清脑颗粒, ,河南省,备注：

复方小儿退热栓, ,河南省,备注：限儿童

牛黄痔清栓, ,河南省,备注：

产复欣颗粒, ,河南省,备注：

产妇安合剂, ,河南省,备注：

红核妇洁洗液, ,河南省,备注：

克痒舒洗液, ,河南省,备注：

骨筋丸片, ,河南省,备注：

千山活血膏, ,河南省,备注：

舒肤止痒酊, ,河南省,备注：

妇康丸, ,河南省,备注：

妇科养荣丸, ,河南省,备注：

乳块消软胶囊, ,河南省,备注：

海昆肾喜胶囊, ,河南省,备注：

晕痛定胶囊, ,河南省,备注：

积雪苷霜软膏, ,河南省,备注：限工伤保险

回生口服液, ,河南省,备注：

胆石通利胶囊, ,河南省,备注：

治伤胶囊, ,河南省,备注：

镇江膏药, ,河南省,备注：

愈裂贴膏, ,河南省,备注：△

足光散, ,河南省,备注：

蜈黛软膏, ,河南省,备注：△

千柏鼻炎片, ,河南省,备注：

复方三七胶囊, ,河南省,备注：

喉症丸, ,河南省,备注：

复方桔梗止咳片, ,河南省,备注：△

川贝枇杷膏, ,河南省,备注：

滋阴润肠口服液, ,河南省,备注：△

肝络欣丸, ,河南省,备注：

鲜竹沥口服液, ,河南省,备注：

双金连合剂, ,河南省,备注：

藿香正气滴丸, ,河南省,备注：

羚翘解毒丸, ,河南省,备注：

冬凌草糖浆, ,河南省,备注：

血必净注射液, ,河南省,备注：限温热类疾病、瘀毒互结证全身炎症反应综合征

复方鸡内金片, ,河南省,备注：△

解郁丸, ,河南省,备注：△

参一胶囊, ,河南省,备注：

益脑宁片, ,河南省,备注：

芪芎通络胶囊, ,河南省,备注：

肝水解肽, [注射剂],河南省,备注：限重症肝炎

复方牛胎肝提取物, [口服常释剂型],河南省,备注：

苦参碱, [注射剂],河南省,备注：

复方二氯醋酸二异丙胺, [注射剂],河南省,备注：

复方甘草酸单铵, [注射剂],河南省,备注：

复方二氯醋酸二异丙胺, [口服常释剂型],河南省,备注：

厄贝沙坦氢氯噻嗪, [口服常释剂型],河南省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

依那普利氢氯噻嗪, [口服常释剂型],河南省,备注：

氟伐他汀, [缓释控释剂型],河南省,备注：限二线用药

阿利吉仑, [口服常释剂型],河南省,备注：

复方谷氨酰胺, [口服常释剂型],河南省,备注：

果胶铋, [口服液体剂],河南省,备注：

地西泮, [贴剂],河南省,备注：

齐拉西酮, [注射剂],河南省,备注：

氨溴索, [颗粒剂],河南省,备注：

氨溴索, [缓释控释剂型],河南省,备注：

磷酸铝, [凝胶剂],河南省,备注：

硫糖铝, [凝胶剂],河南省,备注：

复方雷尼替丁, [口服常释剂型],河南省,备注：

非诺贝特, [缓释控释剂型],河南省,备注：

他扎罗汀, [软膏剂],河南省,备注：

环孢素, [滴眼剂],河南省,备注：

钠钾镁钙葡萄糖, [注射剂],河南省,备注：限手术期电解质失衡

门冬氨酸钾, [注射剂],河南省,备注：限低钾血症

复方氯己定, [外用液体剂],河南省,备注：限工伤保险

萘敏维, [滴眼剂],河南省,备注：

羟丙甲纤维素, [滴眼剂],河南省,备注：

结肠炎丸, ,河南省,备注：

羚贝止咳糖浆, ,河南省,备注：

参倍固肠胶囊, ,河南省,备注：

荣心丸, ,河南省,备注：

益津降糖胶囊, ,河南省,备注：

安乐片, ,河南省,备注：

蛭芎胶囊, ,河南省,备注：

舒肝宁注射液, ,河南省,备注：

金砂消食口服液, ,河南省,备注：

金糖宁胶囊, ,河南省,备注：

血尿胶囊, ,河南省,备注：

葶苈降血脂胶囊, ,河南省,备注：

乌头注射液, ,河南省,备注：

参柏舒阴洗液, ,河南省,备注：

复方益母口服液, ,河南省,备注：

注射用黄芪多糖, ,河南省,备注：限恶性肿瘤放、化疗辅助治疗

生血康口服液, ,河南省,备注：

散结乳癖膏, ,河南省,备注：

烧烫宁喷雾剂, ,河南省,备注：△

积雪苷片, ,河南省,备注：限工伤保险

罗红霉素氨溴索, [口服常释剂型],河南省,备注：

左旋咪唑, [口服常释剂型],河南省,备注：

艾瑞昔布, [口服常释剂型],河南省,备注：

维生素E, [口服常释剂型],河南省,备注：

甘草锌, [颗粒剂],河南省,备注：

培美曲塞二钠, [注射剂],河南省,备注：

哌罗匹隆, [口服常释剂型;缓释剂],河南省,备注：

安非他酮, [口服常释剂型],河南省,备注：

胃蛋白酶, [口服常释剂型],河南省,备注：

酪酸梭菌活菌, [口服常释剂型;口服散剂],河南省,备注：限菌群失调

心肌肽, [注射剂],河南省,备注：

马尼地平, [口服常释剂型],河南省,备注：

复方四嗪利血平, [口服常释剂型],河南省,备注：

瑞替普酶, [注射剂],河南省,备注：

复方电解质, [注射剂],河南省,备注：

利肺胶囊, ,河南省,备注：

华蟾素口服液, ,河南省,备注：限癌症疼痛

复方血栓通软胶囊, ,河南省,备注：

小儿清热宁颗粒, ,河南省,备注：限儿童

羚羊感冒口服液, ,河南省,备注：

复方二氯醋酸二异丙胺, [注射剂],黑龙江省,备注：限工伤保险

复方谷氨酰胺, [口服常释剂型],黑龙江省,备注：

复方牛胎肝提取物, [口服常释剂型],黑龙江省,备注：

复合辅酶, [注射剂],黑龙江省,备注：

依折麦布, [口服常释剂型],黑龙江省,备注：

三磷酸腺苷二钠氯化镁, [注射剂],黑龙江省,备注：

奥拉西坦, [注射剂],黑龙江省,备注：

尿囊素铝, [颗粒剂],黑龙江省,备注：

L-谷氨酰胺/呱仑酸钠, [颗粒剂],黑龙江省,备注：

依卡倍特, [颗粒剂],黑龙江省,备注：

艾普拉唑, [口服常释剂型],黑龙江省,备注：

乙酰半胱氨酸, [注射剂],黑龙江省,备注：

参芎葡萄糖, [注射剂],黑龙江省,备注：

更昔洛韦, [滴眼剂],黑龙江省,备注：

复方噻吗洛尔, [滴眼剂],黑龙江省,备注：

复方妥布霉素, [滴眼剂],黑龙江省,备注：

甲硝唑呋喃唑酮, [栓剂],黑龙江省,备注：

乳杆菌活菌, [阴道胶囊],黑龙江省,备注：

硼酸冰片, [滴耳剂],黑龙江省,备注：

克霉唑, [阴道泡腾片],黑龙江省,备注：

益心康泰胶囊, ,河南省,备注：

仙璐贝滴剂, ,河南省,备注：

苍耳子鼻炎滴丸, ,河南省,备注：

云南红药胶囊, ,河南省,备注：

金嗓散结胶囊, ,河南省,备注：

蛇胆川贝口服液, ,河南省,备注：

清肝利胆胶囊(口服液), ,河南省,备注：

乌金口服液, ,河南省,备注：

六味地黄软胶囊, ,河南省,备注：△

龟甲养阴片, ,河南省,备注：

百咳静糖浆（颗粒）, ,河南省,备注：

感冒灵颗粒, ,河南省,备注：

麻仁软胶囊, ,河南省,备注：

血塞通软胶囊, ,河南省,备注：

正胃胶囊, ,河南省,备注：

瓜蒌皮注射液, ,河南省,备注：

脑肽胶囊, ,河南省,备注：△

强肾片, ,河南省,备注：限慢性肾炎、肾病综合症

注射用丹参, ,河南省,备注：限心脑血管疾病发作期

促肝细胞生长素, [颗粒剂],黑龙江省,备注：限工伤保险

棓丙酯, [注射剂],黑龙江省,备注：

复方右旋糖酐40, [注射剂],黑龙江省,备注：限工伤保险

环磷腺苷葡胺, [注射剂],黑龙江省,备注：

转化糖电解质, [注射剂],黑龙江省,备注：

特比萘芬, [凝胶剂],黑龙江省,备注：

糠酸莫米松, [凝胶剂],黑龙江省,备注：

多糖铁, [口服常释剂型],黑龙江省,备注：

脱氧核苷酸钠, [注射剂],黑龙江省,备注：

酮咯酸氨丁三醇, [注射剂],黑龙江省,备注：

氟康唑, [颗粒剂],黑龙江省,备注：

右旋布洛芬, [口服常释剂型],黑龙江省,备注：

12种复合维生素, [注射剂],黑龙江省,备注：

利多卡因, [口服液体剂],黑龙江省,备注：

头孢甲肟, [注射剂],黑龙江省,备注：

头孢替唑, [注射剂],黑龙江省,备注：

头孢尼西, [注射剂],黑龙江省,备注：限工伤保险

萘夫西林, [注射剂],黑龙江省,备注：

头孢噻利, [注射剂],黑龙江省,备注：限重度感染

克拉霉素, [缓释控释剂型],黑龙江省,备注：

五水头孢唑林, [注射剂],黑龙江省,备注：

α-二氢麦角隐亭, [口服常释剂型],河南省,备注：

左旋门冬酰胺酶, [注射剂],河南省,备注：

斑蝥酸钠, [注射剂],河南省,备注：

胞二磷胆碱, [注射剂],河南省,备注：

曲克芦丁脑蛋白水解物, [注射剂],河南省,备注：限重度颅脑损伤及脑血管病急性期

奥拉西坦, [口服常释剂型],河南省,备注：

斑蝥酸钠维生素B6, [注射剂],河南省,备注：

胸腺肽, [口服常释剂型],河南省,备注：

脾多肽, [注射剂],河南省,备注：限恶性肿瘤治疗

薄芝糖肽, [注射剂],河南省,备注：限恶性肿瘤治疗

复方利多卡因, [软膏剂],河南省,备注：

四维葡钙, [颗粒剂],河南省,备注：限儿童

卡介菌多糖核酸, [注射剂],河南省,备注：

胸腺五肽, [注射剂],河南省,备注：限工伤保险

小牛血清去蛋白, [注射剂],河南省,备注：限恶性肿瘤治疗

头孢呋辛酯, [颗粒剂;口服液体剂],河南省,备注：限儿童及吞咽困难者

他克莫司, [注射剂],河南省,备注：限器官移植

丁苯酞, [注射剂],河南省,备注：

消旋卡多曲, [口服常释剂型],河南省,备注：

酮康唑, [口服常释剂型],河南省,备注：

肝胃气痛片, ,黑龙江省,备注：

大七厘胶囊, ,黑龙江省,备注：限工伤保险

复方续断接骨丸, ,黑龙江省,备注：限工伤保险

咳速停糖浆, ,黑龙江省,备注：

红花如意丸, ,黑龙江省,备注：

十三味菥蓂胶囊, ,黑龙江省,备注：

消结安胶囊, ,黑龙江省,备注：

妇科养荣丸, ,黑龙江省,备注：

妇宁栓, ,黑龙江省,备注：

复方清带散, ,黑龙江省,备注：

宫炎平滴丸, ,黑龙江省,备注：

经带宁胶囊, ,黑龙江省,备注：

丹白颗粒, ,黑龙江省,备注：

小儿肺热咳喘口服液, ,黑龙江省,备注：

平溃散, ,黑龙江省,备注：

生血康口服液, ,黑龙江省,备注：

遗尿停胶囊, ,黑龙江省,备注：

金贝痰咳清颗粒, ,黑龙江省,备注：

麻杏止咳片, ,黑龙江省,备注：

羚羊清肺散, ,黑龙江省,备注：

复方氨基酸(8-11), [口服常释剂型],黑龙江省,备注：限工伤保险

地氯雷他定, [口服常释剂型],黑龙江省,备注：

雷替曲塞, [注射剂],黑龙江省,备注：

氨磷汀, [注射剂],黑龙江省,备注：

蕲蛇酶, [注射剂],黑龙江省,备注：

丙戊酸钠, [口服液体剂],黑龙江省,备注：

左旋多巴, [注射剂],黑龙江省,备注：

伊班膦酸钠, [注射剂],黑龙江省,备注：限重度骨质疏松、癌症骨转移和工伤保险

脾多肽, [注射剂],黑龙江省,备注：

复方醋酸甲地孕酮, [口服常释剂型],黑龙江省,备注：限生育保险

米格列醇, [口服常释剂型],黑龙江省,备注：

小牛血清去蛋白, [注射剂],黑龙江省,备注：限工伤保险

小牛血去蛋白提取物, [注射剂],黑龙江省,备注：限工伤保险

风寒双离拐片, ,黑龙江省,备注：

痹克颗粒, ,黑龙江省,备注：

复方石韦片, ,黑龙江省,备注：

注射用红花黄色素, ,黑龙江省,备注：

通脉降脂片, ,黑龙江省,备注：

路路通注射液, ,黑龙江省,备注：

天麻头痛片, ,黑龙江省,备注：限工伤保险

复合凝乳酶, [口服常释剂型],黑龙江省,备注：

卡托普利, [缓释控释剂型],黑龙江省,备注：

奥美沙坦酯, [口服常释剂型],黑龙江省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

阿扎司琼, [注射剂],黑龙江省,备注：限二线用药

天麻素, [口服常释剂型],黑龙江省,备注：

齐拉西酮, [注射剂],黑龙江省,备注：限工伤保险

谷红, [注射剂],黑龙江省,备注：

脑苷肌肽, [注射剂],黑龙江省,备注：限工伤保险

丁苯酞, [注射剂],黑龙江省,备注：

奥拉西坦, [口服常释剂型],黑龙江省,备注：

氨溴索, [缓释控释剂型],黑龙江省,备注：限工伤保险

乙酰半胱氨酸, [颗粒剂],黑龙江省,备注：

特布他林, [颗粒剂],黑龙江省,备注：限工伤保险

硫酸阿托品, [眼用凝胶],黑龙江省,备注：

阿昔洛韦, [眼膏剂],黑龙江省,备注：

吡嘧司特钾, [滴眼剂],黑龙江省,备注：

氯喹那多普罗雌烯, [阴道片],黑龙江省,备注：

腺苷蛋氨酸, [口服常释剂型],黑龙江省,备注：限生育保险

垂体前叶肾上腺皮质提取物, [注射剂],黑龙江省,备注：限生育保险

瑞香素, [口服常释剂型],黑龙江省,备注：

头孢妥仑匹酯, [口服常释剂型],黑龙江省,备注：

阿莫西林, [注射剂],黑龙江省,备注：限工伤保险

头孢曲松他唑巴坦, [注射剂],黑龙江省,备注：限工伤保险

头孢他美酯, [口服常释剂型],黑龙江省,备注：限工伤保险

头孢哌酮他唑巴坦, [注射剂],黑龙江省,备注：

头孢匹胺, [注射剂],黑龙江省,备注：

利妥昔单抗, [注射剂],黑龙江省,备注：

斑蝥酸钠维生素B6, [注射剂],黑龙江省,备注：

红色诺卡氏菌细胞壁骨架, [注射剂],黑龙江省,备注：

小牛脾提取物, [注射剂],黑龙江省,备注：

甘露聚糖肽, [注射剂],黑龙江省,备注：

二氢麦角碱, [注射剂],黑龙江省,备注：

阿加曲班, [注射剂],黑龙江省,备注：

氯氧喹, [口服常释剂型],黑龙江省,备注：

甲基硫氧嘧啶, [口服常释剂型],黑龙江省,备注：

母牛分枝杆菌, [注射剂],黑龙江省,备注：

科博肽, [注射剂],黑龙江省,备注：

艾塞那肽, [注射剂],黑龙江省,备注：

英夫利西单抗, [注射剂],黑龙江省,备注：

脾氨肽, [口服散剂],黑龙江省,备注：限工伤保险

富马酸亚铁, [口服液体剂],黑龙江省,备注：

复方硫酸亚铁叶酸, [口服常释剂型],黑龙江省,备注：

尼可地尔, [口服常释剂型],黑龙江省,备注：

索利那新, [口服常释剂型],黑龙江省,备注：

特拉唑嗪, [丸剂],黑龙江省,备注：

多糖铁复合物, [口服常释剂型],黑龙江省,备注：

混合糖电解质, [注射剂],黑龙江省,备注：

阿司匹林, [缓释控释剂型],黑龙江省,备注：

酮咯酸氨丁三醇, [口服常释剂型],黑龙江省,备注：

依托考昔, [口服常释剂型],黑龙江省,备注：

依诺沙星, [注射剂],黑龙江省,备注：

细菌溶解产物, [口服常释剂型],黑龙江省,备注：

复方氨基酸(18AA-N), [注射剂],黑龙江省,备注：限工伤保险

复方三维B(II), [注射剂],黑龙江省,备注：

复方氨基酸, [口服常释剂型],黑龙江省,备注：限工伤保险

复方氨基酸（15-HBC）, [注射剂],黑龙江省,备注：限工伤保险

酮洛芬, [凝胶剂],黑龙江省,备注：△

地佐辛, [注射剂],黑龙江省,备注：

托氟沙星, [口服常释剂型],黑龙江省,备注：

头孢孟多酯, [注射剂],黑龙江省,备注：

咳露口服液, ,黑龙江省,备注：

复方芩兰口服液, ,黑龙江省,备注：△

炎立消胶囊, ,黑龙江省,备注：

清开灵分散片, ,黑龙江省,备注：

通脉刺五加胶囊, ,黑龙江省,备注：

心脉隆注射液, ,黑龙江省,备注：

参仙升脉口服液, ,黑龙江省,备注：

冠心泰丸, ,黑龙江省,备注：

川黄口服液, ,黑龙江省,备注：

益肾健骨胶囊, ,黑龙江省,备注：

参一胶囊, ,黑龙江省,备注：

芪药消渴胶囊, ,黑龙江省,备注：

肝喜乐片, ,黑龙江省,备注：

宁神灵颗粒, ,黑龙江省,备注：限工伤保险

安神宁, ,黑龙江省,备注：限工伤保险

氯沙坦钾氢氯噻嗪, [口服常释剂型],黑龙江省,备注：

特利加压素, [注射剂],黑龙江省,备注：

小麦纤维素, [颗粒剂],黑龙江省,备注：

肝水解肽, [注射剂],黑龙江省,备注：限工伤保险

泛硫乙胺, [口服常释剂型],黑龙江省,备注：

环丙沙星, [栓剂],黑龙江省,备注：

他扎罗汀, [凝胶剂],黑龙江省,备注：

磷酸肌酸钠, [注射剂],黑龙江省,备注：

钠钾镁钙葡萄糖, [注射剂],黑龙江省,备注：

灭活埃希的松, [软膏剂],黑龙江省,备注：

氟比洛芬, [巴布膏剂],黑龙江省,备注：

美洛昔康, [注射剂],黑龙江省,备注：

环丙沙星, [缓释控释剂型],黑龙江省,备注：

炎琥宁, [注射剂],黑龙江省,备注：

复方氨基酸(17AA-H), [注射剂],黑龙江省,备注：限工伤保险

舒他西林, [口服常释剂型],黑龙江省,备注：

阿莫西林氟氯西林, [注射剂],黑龙江省,备注：

羧苄西林, [注射剂],黑龙江省,备注：

厄他培南, [注射剂],黑龙江省,备注：限其他抗生素治疗无效的重度感染

氟氧头孢, [注射剂],黑龙江省,备注：限其他抗生素治疗无效的重度感染

磷霉素氨丁三醇, [颗粒剂],黑龙江省,备注：

斑蝥酸钠, [注射剂],黑龙江省,备注：

培美曲塞, [注射剂],黑龙江省,备注：

脑蛋白水解物, [口服常释剂型],黑龙江省,备注：

脑蛋白水解物, [注射剂],黑龙江省,备注：

氟尿嘧啶, [植入剂],黑龙江省,备注：

胎盘多肽, [注射剂],黑龙江省,备注：

吗替麦考酚酯, [注射剂],黑龙江省,备注：

肾炎安胶囊, ,黑龙江省,备注：

海昆肾喜胶囊, ,黑龙江省,备注：

清浊祛毒丸, ,黑龙江省,备注：

昆仙胶囊, ,黑龙江省,备注：

正清风痛宁缓释片, ,黑龙江省,备注：限工伤保险

心脑健片, ,黑龙江省,备注：

清淋颗粒, ,黑龙江省,备注：

银杏酮酯分散片, ,黑龙江省,备注：

血必净注射液, ,黑龙江省,备注：

抗栓再造丸, ,黑龙江省,备注：

安络化纤丸, ,黑龙江省,备注：

疏肝益阳胶囊, ,黑龙江省,备注：

金嗓利咽丸, ,黑龙江省,备注：

五根胶囊, ,黑龙江省,备注：

疗癣卡西甫丸, ,黑龙江省,备注：

八味痛经胶囊, ,黑龙江省,备注：

益母草注射液, ,黑龙江省,备注：

占替诺, [口服常释剂型],黑龙江省,备注：

藻酸双酯钠, [注射剂],黑龙江省,备注：

尼莫地平, [缓释控释剂型],黑龙江省,备注：

绿脓杆菌, [注射剂],黑龙江省,备注：

复方二甲双胍格列吡嗪, [口服常释剂型],黑龙江省,备注：

卡介菌多糖核酸, [注射剂],黑龙江省,备注：限工伤保险

伊达比星, [注射剂],黑龙江省,备注：

巴利昔单抗, [注射剂],黑龙江省,备注：

四季草颗粒, ,黑龙江省,备注：

血脂平胶囊, ,黑龙江省,备注：

七味刺榆颗粒, ,黑龙江省,备注：

海利升注射液, ,黑龙江省,备注：

前列闭尔通栓, ,黑龙江省,备注：

关通舒胶囊, ,黑龙江省,备注：

益脑宁片, ,黑龙江省,备注：

葛酮通络胶囊, ,黑龙江省,备注：

龙灯胶囊, ,黑龙江省,备注：

蛭蛇通络胶囊, ,黑龙江省,备注：

圣.约翰草提取物片, ,黑龙江省,备注：限工伤保险

恒古骨伤愈合剂, ,黑龙江省,备注：限工伤保险

镇痛活络酊, ,黑龙江省,备注：限工伤保险

珍牡肾骨胶囊, ,黑龙江省,备注：△

云南红药胶囊, ,黑龙江省,备注：限工伤保险

补骨脂注射液, ,黑龙江省,备注：

十五味黑药胶囊, ,黑龙江省,备注：

熊胆舒肝利胆胶囊, ,黑龙江省,备注：

蛹虫草菌粉胶囊, ,黑龙江省,备注：

注射用黄芪多糖, ,黑龙江省,备注：

妇科断红饮胶囊, ,黑龙江省,备注：

散结乳癖膏, ,黑龙江省,备注：

妇炎净胶囊, ,黑龙江省,备注：

银黄清肺胶囊, ,黑龙江省,备注：

蒲地蓝消炎片, ,黑龙江省,备注：

茵山莲颗粒, ,黑龙江省,备注：

香砂六君合剂, ,黑龙江省,备注：

益肺止咳胶囊, ,黑龙江省,备注：

藿香正气滴丸, ,黑龙江省,备注：

感冒解毒灵颗粒, ,黑龙江省,备注：

柴连口服液, ,黑龙江省,备注：

清热解毒软胶囊, ,黑龙江省,备注：△

芪珍胶囊, ,黑龙江省,备注：

宫血停颗粒, ,黑龙江省,备注：

仙璐贝滴剂, ,黑龙江省,备注：

艽龙胶囊, ,黑龙江省,备注：

舒肝宁注射液, ,黑龙江省,备注：

竹沥胶囊, ,黑龙江省,备注：

牛黄消炎片, ,黑龙江省,备注：

小儿热速清糖浆, ,黑龙江省,备注：

复方金银花颗粒, ,黑龙江省,备注：

北豆根胶囊, ,黑龙江省,备注：

消炎片, ,黑龙江省,备注：

强力感冒片, ,黑龙江省,备注：

舒脑欣滴丸, ,黑龙江省,备注：

芪龙胶囊, ,黑龙江省,备注：

虫草芪参胶囊, ,黑龙江省,备注：限工伤保险

大明胶囊, ,黑龙江省,备注：

丹参益心胶囊, ,黑龙江省,备注：

紫丹活血胶囊, ,黑龙江省,备注：

注射用丹参, ,黑龙江省,备注：

糖维胶囊, ,黑龙江省,备注：

泻肝安神胶囊, ,黑龙江省,备注：

珍芪降糖胶囊, ,黑龙江省,备注：

头孢曲松舒巴坦, [注射剂],黑龙江省,备注：

凝结芽孢杆菌活菌制剂, [口服常释剂型],黑龙江省,备注：

核糖核酸Ⅱ, [注射剂],黑龙江省,备注：

匹伐他汀, [口服常释剂型],黑龙江省,备注：限二线用药

丹参川芎嗪, [注射剂],黑龙江省,备注：

氨氯地平, [丸剂],黑龙江省,备注：

喹那普利, [口服常释剂型],黑龙江省,备注：

甲氯芬酯, [注射剂],黑龙江省,备注：

乙酰天麻素, [口服常释剂型],黑龙江省,备注：

艾地苯醌, [口服常释剂型],黑龙江省,备注：

奥替溴铵, [口服常释剂型],黑龙江省,备注：

胃铋镁, [颗粒剂],黑龙江省,备注：

硫酸软骨素, [滴眼剂],黑龙江省,备注：

复方樟柳碱, [注射剂],黑龙江省,备注：

醋甲唑胺, [口服常释剂型],黑龙江省,备注：

氟美松龙, [滴眼剂],黑龙江省,备注：

蝎毒, [注射剂],黑龙江省,备注：

桉柠蒎, [口服常释剂型],黑龙江省,备注：

强筋健骨片, ,湖北省,备注：

龙牡壮骨颗粒, ,湖北省,备注：

红花如意丸, ,湖北省,备注：

镇痛活络酊, ,湖北省,备注：限工伤保险

补肾健骨胶囊, ,湖北省,备注：△

香附丸, ,湖北省,备注：

健民咽喉片, ,湖北省,备注：

更年灵胶囊, ,湖北省,备注：△

散结乳癖膏, ,湖北省,备注：

熊胆舒肝利胆胶囊, ,湖北省,备注：

健肝乐颗粒, ,湖北省,备注：

四季抗病毒合剂, ,湖北省,备注：

小柴胡汤丸, ,湖北省,备注：

便乃通茶, ,湖北省,备注：

感冒灵冲剂, ,湖北省,备注：

金银花露, ,湖北省,备注：

清火胶囊（片）, ,湖北省,备注：

丹参滴注液, ,湖北省,备注：

可达灵片, ,湖北省,备注：

灯心止血胶囊, ,湖北省,备注：

大株红景天胶囊, ,湖北省,备注：

阿归养血糖浆, ,湖北省,备注：△

健血颗粒, ,湖北省,备注：△

消渴清颗粒, ,湖北省,备注：

血宝胶囊, ,湖北省,备注：

阿胶补血颗粒（口服液）, ,湖北省,备注：

亮菌甲素, [口服常释剂型],湖北省,备注：

牛磺熊去氧胆酸, [口服常释剂型],湖北省,备注：

复合辅酶, [注射剂],湖北省,备注：

奥美沙坦酯, [口服常释剂型],湖北省,备注：限对血管紧张素转换酶抑制剂治疗不能耐受的患者

参芎葡萄糖, [注射剂],湖北省,备注：

