Med_Name,Med_Kind,Med_Plc

脂溶性维生素（Ⅱ）/水溶性维生素,维生素及矿物质缺乏症用药物 [注射剂],辽宁

氨溴特罗口服溶液,呼吸系统药物 [口服液体剂],辽宁

缬沙坦氢氯噻嗪,循环系统药物 [口服常释剂],辽宁

复方右旋糖酐40,调节水电解质及酸碱平衡药物 [注射剂],辽宁

双唑泰栓,专科特殊用药物 [栓剂],辽宁

正清风痛宁缓释片, ,辽宁

降脂通络软胶囊, ,辽宁

阿司匹林, [缓释控释剂型],辽宁

地佐辛, [注射剂],辽宁

香菇多糖, [注射剂],辽宁

二甲双胍马来酸罗格列酮,激素及调节内分泌功能药物 [口服常释剂],辽宁

贝那普利氢氯噻嗪,循环系统药物 [口服常释剂],辽宁

坎地沙坦氢氯噻嗪（坎地噻嗪）,循环系统药物 [口服常释剂],辽宁

拉坦噻吗,专科特殊用药物 [滴眼剂],辽宁

复方荜茇止痛胶囊, ,辽宁

化癥回生口服液, ,辽宁

月芝软胶囊, ,辽宁

曲马多(Ⅱ), [缓释控释剂型],辽宁

奥布卡因, [凝胶剂],辽宁

铝镁匹林(Ⅱ), [口服常释剂型],辽宁

头孢哌酮他唑巴坦, [注射剂],辽宁

氨苄西林, [口服常释剂型],辽宁

头孢氨苄, [缓释控释剂型],辽宁

环酯红霉素, [口服常释剂型],辽宁

斑蝥酸钠, [注射剂],辽宁

艾地苯醌, [口服常释剂型],辽宁

脂肪乳氨基酸（18）, [注射剂],辽宁

丹参川芎嗪, [注射剂],辽宁

依卡倍特, [颗粒剂],辽宁

吗啡, [口服液体剂],辽宁

头孢替唑, [注射剂],辽宁

羧苄西林, [注射剂],辽宁

头孢噻利, [注射剂],辽宁

斑蝥酸钠维生素B6, [注射剂],辽宁

奥拉西坦, [注射剂],辽宁

脾氨肽, [口服液体剂],辽宁

12种复合维生素, [注射剂],辽宁

辅酶Q10, [口服常释剂型],辽宁

马洛替酯, [缓释控释剂型],辽宁

可待因, [缓释控释剂型],辽宁

氟芬那酸丁酯, [软膏剂],辽宁

灭活埃希的松, [软膏剂],辽宁

氟替卡松, [软膏剂],辽宁

氢化可的松新霉素, [滴耳剂],辽宁

门冬氨酸钾, [注射剂],辽宁

叶酸维B12, [口服常释剂型],辽宁

赖氨匹林, [口服常释剂型],辽宁

瓜蒌皮注射液, ,辽宁

蛭蛇通络胶囊, ,辽宁

复合辅酶, [注射剂],辽宁

卵磷脂络合碘, [口服常释剂型],辽宁

红霉素-过氧苯甲酰, [凝胶剂],辽宁

环丙沙星, [栓剂],辽宁

蛋白琥珀酸铁, [口服液体剂],辽宁

低分子右旋糖酐氨基酸, [注射剂],辽宁

泰必利, [口服常释剂型],辽宁

美洛昔康, [注射剂],辽宁

血康口服液, ,辽宁

香砂和胃丸, ,辽宁

儿科七厘散, ,辽宁

皮敏消胶囊, ,辽宁

麝香祛痛气雾剂, ,辽宁

递法明片, ,辽宁

苦参凝胶, ,辽宁

熊胆开明片, ,辽宁

保胎丸, ,辽宁

复方苦参肠炎康片, ,辽宁

复方氨基酸(17AA-H), [注射剂],内蒙古

头孢泊肟酯, [口服常释剂型],内蒙古

苍耳子鼻炎胶囊, ,辽宁

麝香壮骨膏, ,辽宁

补肾健骨胶囊, ,辽宁

日舒安洗液, ,辽宁

妇炎净胶囊, ,辽宁

加味八珍益母膏, ,辽宁

金贝痰咳清颗粒, ,辽宁

利胆止痛胶囊, ,辽宁

脱氧核苷酸, [注射剂],内蒙古

羧苄西林, [注射剂],内蒙古

阿莫西林氟氯西林, [注射剂],内蒙古

头孢尼西, [注射剂],内蒙古

胎盘多肽, [注射剂],内蒙古

阿加曲班, [注射剂],内蒙古

氯氧喹, [口服常释剂型],内蒙古

酮洛芬, [凝胶剂],内蒙古

甲磺酸二氢麦角碱, [注射剂],内蒙古

枫香脂十味丸, ,内蒙古

连翘四味胶囊, ,内蒙古

阿那日十四味散, ,内蒙古

多西环素, [注射剂],内蒙古

炔雌醇环丙孕酮, [口服常释剂型],内蒙古

肌氨肽苷, [注射剂],内蒙古

培美曲塞, [注射剂],内蒙古

培门冬酶, [注射剂],内蒙古

氨基比林咖啡因, [口服常释剂型],内蒙古

嘎日迪五味丸, ,内蒙古

三子颗粒, ,内蒙古

阿那日八味散, ,内蒙古

西红花十六味散, ,内蒙古

菖蒲四味丸, ,内蒙古

阿如健脾散, ,内蒙古

四味光明盐汤散, ,内蒙古

双红活血胶囊, ,内蒙古

清热八味丸, ,内蒙古

那如三味片, ,内蒙古

消积洁白丸, ,内蒙古

大黄三味片, ,内蒙古

间苯三酚, [注射剂],内蒙古

脑蛋白水解物, [注射剂],内蒙古

哈日十二味散, ,内蒙古

清肝七味散, ,内蒙古

二十五味鬼臼丸, ,内蒙古

三味檀香胶囊, ,内蒙古

珊瑚七十味丸, ,内蒙古

小儿清肺八味丸, ,内蒙古

安神镇惊二十味丸, ,内蒙古

手掌参三十七味丸, ,内蒙古

牛磺熊去氧胆酸, [口服常释剂型],内蒙古

脑苷肌肽, [注射剂],内蒙古

蕲蛇酶, [注射剂],内蒙古

复方妥英麻黄茶碱, [口服常释剂型],内蒙古

美司坦, [口服常释剂型],内蒙古

复方硫酸新霉素, [滴眼剂],内蒙古

转化糖电解质, [注射剂],内蒙古

高渗氯化钠羟乙基淀粉40, [注射剂],内蒙古

复方右旋糖酐40, [注射剂],内蒙古

复方三维B(II), [注射剂],内蒙古

颈痛灵胶囊, ,辽宁

茵山莲颗粒, ,辽宁

胃膜素, [口服常释剂型],内蒙古

桉柠蒎, [口服常释剂型],内蒙古

细菌溶解产物, [口服常释剂型],内蒙古

氟轻松维B6, [软膏剂],内蒙古

尼克地尔, [口服常释剂型],内蒙古

多糖铁复合物, [缓释控释剂型],内蒙古

达克罗宁, [口服液体剂],内蒙古

地佐辛, [注射剂],内蒙古

肾肝宁胶囊, ,辽宁

秋燥感冒颗粒, ,辽宁

羚羊感冒片, ,辽宁

清热解毒软胶囊, ,辽宁

强肾片, ,辽宁

大株红景天胶囊（注射液）, ,辽宁

脑栓康复胶囊, ,辽宁

安眠补脑口服液, ,辽宁

肾炎平颗粒, ,辽宁

泻肝安神胶囊, ,辽宁

八味三香散, ,内蒙古

菖蒲四味胶囊, ,内蒙古

炎见宁片, ,辽宁

蒲地蓝消炎口服液, ,辽宁

血府逐瘀软胶囊, ,辽宁

心欣舒胶囊, ,辽宁

消栓通颗粒, ,辽宁

参芪消渴胶囊, ,辽宁

复方活脑舒胶囊, ,辽宁

宁心安神胶囊, ,辽宁

明目二十五味丸, ,内蒙古

锁阳三味片, ,内蒙古

消肿九味散, ,内蒙古

十五味萝蒂明目丸, ,内蒙古

镇刺六味丸, ,内蒙古

珍珠通络丸, ,内蒙古

给喜古纳片, ,内蒙古

清血八味胶囊, ,内蒙古

诃子五味胶囊, ,内蒙古

蛭蛇通络胶囊, ,内蒙古

四味土木香汤散, ,内蒙古

三子散, ,内蒙古

透骨灵橡胶膏, ,内蒙古

行气止痛丸, ,内蒙古

那仁明目汤散, ,内蒙古

土茯苓七味汤散, ,内蒙古

舒筋十二味丸, ,内蒙古

花锚肝宁片, ,内蒙古

龙灯胶囊, ,内蒙古

注射用红花黄色素, ,内蒙古

森登四味汤散, ,内蒙古

益智温肾十味丸, ,内蒙古

益肾十七味丸, ,内蒙古

云香十五味丸, ,内蒙古

凉血十味散, ,内蒙古

洪林五味汤散, ,内蒙古

玉簪清咽十五味散, ,内蒙古

清瘟消肿九味丸, ,内蒙古

哈敦海鲁木勒十三味丸, ,内蒙古

消食十味丸, ,内蒙古

三臣丸, ,内蒙古

巴特日六味汤散, ,内蒙古

三味蒺藜散, ,内蒙古

清瘟止痛十四味丸, ,内蒙古

藜芦十二味丸, ,内蒙古

克感额日敦片, ,内蒙古

清热二十五味丸, ,内蒙古

乌兰十三味汤散, ,内蒙古

健脾五味丸, ,内蒙古

止痢七味散, ,内蒙古

清瘟十二味丸, ,内蒙古

克感额日敦胶囊, ,内蒙古

土木香十味汤散, ,内蒙古

顺气十三味散, ,内蒙古

哈敦海鲁木勒九味丸, ,内蒙古

消食十味胶囊, ,内蒙古

利肝和胃丸, ,内蒙古

利胆八味散, ,内蒙古

牛黄十三味丸, ,内蒙古

肋柱花四味汤散, ,内蒙古

八味沉香散, ,内蒙古

麝香祛痛喷雾剂, ,内蒙古

清热止痛三味汤散, ,内蒙古

健胃十味丸, ,内蒙古

光明盐四味胶囊, ,内蒙古

连翘四味汤散, ,内蒙古

调元大补二十五味汤散, ,内蒙古

清肝九味散, ,内蒙古

清瘟利胆十三味丸, ,内蒙古

止痢十五味丸, ,内蒙古

仙璐贝滴剂, ,内蒙古

痹痛宁胶囊, ,内蒙古

桔梗八味片, ,内蒙古

清咽六味散, ,内蒙古

五味沙棘散, ,内蒙古

川蛭通络胶囊, ,内蒙古

肾康栓, ,内蒙古

圣·约翰草提取物片, ,内蒙古

清眩丸, ,内蒙古

荡石片, ,内蒙古

酮咯酸氨丁三醇, [注射剂],内蒙古

头孢丙烯, [颗粒剂],内蒙古

五味清浊散, ,内蒙古

三味檀香汤散, ,内蒙古

八味檀香散, ,内蒙古

锯叶棕果实提取物软胶囊, ,内蒙古

逍遥软胶囊, ,内蒙古

舒肝和胃丸, ,内蒙古

妇科断红饮胶囊, ,内蒙古

首明山胶囊, ,内蒙古

科博肽, [注射剂],内蒙古

头孢甲肟, [注射剂],内蒙古

头孢替唑, [注射剂],内蒙古

头孢孟多酯, [注射剂],内蒙古

复方氨基酸(18AA-N), [注射剂],内蒙古

小牛血清去蛋白, [注射剂],内蒙古

米格列奈, [口服常释剂型],内蒙古

那如八味丸, ,内蒙古

补肾健胃二十一味丸, ,内蒙古

利尿八味散, ,内蒙古

芪珍胶囊, ,内蒙古

弹性酶, [口服常释剂型],内蒙古

甲砜霉素甘氨酸酯, [注射剂],内蒙古

脾多肽, [注射剂],内蒙古

水解蛋白, [口服液体剂],内蒙古

牛磺酸, [口服常释剂型],内蒙古

艾地苯醌, [口服常释剂型],内蒙古

那如三味丸, ,内蒙古

文冠木软膏, ,内蒙古

黄柏八味散, ,内蒙古

促肝细胞生长素, [口服常释剂型],内蒙古

甘糖酯, [口服常释剂型],内蒙古

依那普利氢氯噻嗪, [口服常释剂型],内蒙古

长春胺, [缓释控释剂型],内蒙古

复方醋酸氟轻松, [外用液体剂],内蒙古

洛美沙星, [滴眼剂],内蒙古

维替泊芬, [注射剂],内蒙古

复方蓝棕果, [口服常释剂型],内蒙古

磺达肝癸钠, [注射剂],内蒙古

汉防己甲素, [注射剂],内蒙古

血康胶囊, ,内蒙古

血塞通软胶囊（滴丸）, ,内蒙古

地衣芽孢杆菌活菌制剂, [颗粒剂],内蒙古

磷酸铝, [凝胶剂],内蒙古

钠钾镁钙葡萄糖, [注射剂],内蒙古

牛痘疫苗接种家兔炎症皮肤提取物, [注射剂],内蒙古

氯化钾环戊噻嗪, [缓释控释剂型],内蒙古

二丁酰环磷腺苷, [注射剂],内蒙古

头孢哌酮他唑巴坦, [注射剂],内蒙古

结构脂肪乳(C6～24), [注射剂],内蒙古

复方丹参气雾剂, ,内蒙古

舒血宁注射液, ,内蒙古

清热消炎宁软胶囊, ,内蒙古

感冒灵胶囊, ,内蒙古

复方羊角胶囊（颗粒）, ,内蒙古

珠子肝泰胶囊, ,内蒙古

金贝痰咳清颗粒, ,内蒙古

五味沙棘颗粒, ,内蒙古

镇痛活络酊, ,内蒙古

沉香安神散, ,内蒙古

十八味欧曲丸, ,内蒙古

冠心七味胶囊, ,内蒙古

三白草肝炎颗粒, ,内蒙古

柴连口服液, ,内蒙古

黄藤素软胶囊, ,内蒙古

艽龙胶囊, ,内蒙古

结肠宁, ,内蒙古

补骨脂注射液, ,内蒙古

肤痔清软膏, ,内蒙古

芪风颗粒, ,内蒙古

十五味龙胆花丸, ,内蒙古

黄柏八味片, ,内蒙古

沉香安神胶囊, ,内蒙古

德都红花七味散, ,内蒙古

七味沙参汤散, ,内蒙古

参竹精胶囊, ,内蒙古

消肿橡胶膏, ,内蒙古

苏木六味汤散, ,内蒙古

扁蕾颗粒, ,内蒙古

菊花七味胶囊, ,内蒙古

12种复合维生素, [注射剂],内蒙古

转移因子, [口服液体剂],内蒙古

凉血退热排毒丸, ,内蒙古

冠心七味滴丸, ,内蒙古

五根油丸, ,内蒙古

胡日查六味丸, ,内蒙古

七味广枣丸, ,内蒙古

活血六味散, ,内蒙古

冠心七味片, ,内蒙古

地丁三味汤散, ,内蒙古

伊班膦酸钠, [注射剂],内蒙古

薄芝糖肽, [注射剂],内蒙古

复方骨肽, [注射剂],内蒙古

氯普鲁卡因, [注射剂],内蒙古

依托考昔, [口服常释剂型],内蒙古

文冠木十味汤散, ,内蒙古

乌兰三味汤散, ,内蒙古

黑云香四味汤散, ,内蒙古

寒水石二十一味散, ,内蒙古

壮西六味散, ,内蒙古

复方石韦片, ,内蒙古

生血康口服液, ,内蒙古

丙戊酸钠, [口服液体剂],内蒙古

单磷酸阿糖腺苷, [注射剂],内蒙古

斑蝥酸钠维生素B6, [注射剂],内蒙古

协日嘎四味汤散, ,内蒙古

土木香五味汤散, ,内蒙古

清瘟止痛十一味丸, ,内蒙古

壮西六味丸, ,内蒙古

阿那日五味散, ,内蒙古

回生口服液, ,内蒙古

补血益母颗粒, ,内蒙古

汉防已甲素, [片剂],内蒙古

核糖核酸Ⅱ, [注射剂],内蒙古

拉呋替丁, [颗粒剂],内蒙古

三磷酸胞苷, [注射剂],内蒙古

单唾液酸四己糖神经节苷脂, [注射剂],内蒙古

尤瑞克林, [注射剂],内蒙古

参芎葡萄糖, [注射剂],内蒙古

氟替卡松, [软膏剂],内蒙古

奥洛他定, [滴眼剂],内蒙古

七叶洋地黄双苷, [滴眼剂],内蒙古

复方二氯醋酸二异丙胺, [注射剂],内蒙古

小麦纤维素, [颗粒剂],内蒙古

艾普拉唑, [口服常释剂型],内蒙古

双歧杆菌乳杆菌三联活菌制剂, [口服常释剂型],内蒙古

奥拉西坦, [注射剂],内蒙古

胃铋镁, [颗粒剂],内蒙古

吡美莫司, [软膏剂],内蒙古

牛痘疫苗接种家兔炎症皮肤提取物, [口服常释剂型],内蒙古

吡嘧司特钾, [滴眼剂],内蒙古

枸橼酸氢钾钠, [颗粒剂],内蒙古

辅酶Q10, [口服常释剂型],内蒙古

曲克芦丁脑蛋白水解物, [注射剂],内蒙古

藻酸双酯钠, [注射剂],内蒙古

头孢地嗪, [注射剂],内蒙古

加替沙星, [注射剂],内蒙古

氟氯西林, [注射剂],内蒙古

头孢哌酮, [注射剂],内蒙古

小牛脾提取物, [注射剂],内蒙古

利咽解毒颗粒, ,内蒙古

清肺十八味丸, ,内蒙古

磷酸肌酸钠, [注射剂],内蒙古

磷酸钠盐, [口服液体剂],内蒙古

谷红, [注射剂],内蒙古

头孢匹胺, [注射剂],内蒙古

葡萄糖酸钙锌, [口服液体剂],内蒙古

克拉霉素, [缓释控释剂型],内蒙古

厄他培南, [注射剂],内蒙古

水解蛋白, [注射剂],内蒙古

颈腰康胶囊, ,内蒙古

沙参止咳汤散, ,内蒙古

清肺十三味散, ,内蒙古

顺气安神丸, ,内蒙古

帕歌斯片, ,内蒙古

龙金通淋胶囊, ,内蒙古

猴头健胃灵胶囊(片), ,内蒙古

晕痛定胶囊, ,内蒙古

妇科养荣胶囊, ,内蒙古

抗妇炎胶囊, ,内蒙古

益气活血颗粒, ,内蒙古

可达灵片, ,内蒙古

檀香清肺二十味丸, ,内蒙古

七味葡萄散, ,内蒙古

舒筋通络颗粒, ,内蒙古

白蔻调中丸, ,内蒙古

稳压胶囊, ,内蒙古

养血当归颗粒, ,内蒙古

复方熊胆滴眼液, ,内蒙古

百仙妇炎清栓, ,内蒙古

地奥心血康软胶囊, ,内蒙古

四季抗病毒合剂（胶囊）, ,内蒙古

蓝芩颗粒, ,内蒙古

肝爽颗粒, ,内蒙古

咳露口服液, ,内蒙古

舒肝宁注射液, ,内蒙古

肝喜乐片, ,内蒙古

六味五灵片, ,内蒙古

舒肝益脾颗粒, ,内蒙古

肉蔻五味散, ,内蒙古

草果健脾散, ,内蒙古

止血宝颗粒, ,内蒙古

安络化纤丸, ,内蒙古

抗感解毒颗粒, ,内蒙古

胆木浸膏胶囊(片、糖浆), ,内蒙古

胃得安胶囊, ,内蒙古

黄芪精颗粒, ,内蒙古

肠炎宁片, ,内蒙古

消结安胶囊, ,内蒙古

鼻康片, ,内蒙古

阿魏五味散, ,内蒙古

大株红景天注射液(胶囊), ,内蒙古

金糖宁胶囊, ,内蒙古

心脉隆注射液, ,内蒙古

冠心泰丸, ,内蒙古

仙桂胶囊, ,内蒙古

养心定悸口服液, ,内蒙古

溶栓胶囊, ,内蒙古

葛酮通络胶囊, ,内蒙古

参仙升脉口服液, ,内蒙古

清热消炎宁片, ,内蒙古

肝复颗粒, ,内蒙古

龙生蛭胶囊, ,内蒙古

冠心静胶囊（片）, ,内蒙古

芪药消渴胶囊, ,内蒙古

活血胶囊, ,内蒙古

心脑静片, ,内蒙古

血必净注射液, ,内蒙古

瓜蒌皮注射液, ,内蒙古

益脑宁片, ,内蒙古

龙胆泻肝口服液（软胶囊）, ,内蒙古

柴芩清宁胶囊, ,内蒙古

黄芩胶囊, ,内蒙古

清开灵软胶囊（滴丸）, ,内蒙古

苁蓉总苷胶囊, ,内蒙古

虎地肠溶胶囊, ,内蒙古

滑膜炎片, ,内蒙古

可明胶囊, ,内蒙古

顺气补心十一味丸, ,内蒙古

羚羊角二十五味丸, ,内蒙古

麦冬十三味丸, ,内蒙古

五味清浊丸, ,内蒙古

甘海胃康胶囊, ,内蒙古

复方麝香注射液, ,内蒙古

肾肝宁胶囊, ,内蒙古

小儿肺热咳喘口服液, ,内蒙古

鼻炎糖浆, ,内蒙古

芩黄喉症胶囊, ,内蒙古

桔梗八味颗粒, ,内蒙古

安神补心六味丸, ,内蒙古

清血八味散, ,内蒙古

暖宫七味丸, ,内蒙古

阿拉坦五味散, ,内蒙古

沉香十七味丸, ,内蒙古

参竹精颗粒, ,内蒙古

六味木香散, ,内蒙古

灯银脑通胶囊, ,内蒙古

慢肾宁合剂, ,内蒙古

灵芝滴丸, ,内蒙古

益心酮, ,内蒙古

胃蛋白酶, [口服液体剂],青海

利妥昔单抗, [注射剂],青海

健胃止痛五味胶囊, ,内蒙古

风湿三味丸, ,内蒙古

阿魏八味丸, ,内蒙古

醒脑安神片, ,内蒙古

三七养血胶囊, ,内蒙古

灵莲花颗粒, ,内蒙古

心欣舒胶囊, ,内蒙古

速效心痛喷雾剂, ,内蒙古

多酶, [口服常释剂型],青海

尿多酸肽, [注射剂],青海

肌氨肽苷, [注射剂],青海

小牛血清去蛋白, [注射剂],青海

复方咖磷, [颗粒剂],青海

脑苷肌肽, [注射剂],青海

转化糖电解质, [注射剂],青海

纳洛酮, [口服常释剂型],青海

柠檬烯, [口服常释剂型],青海

贝凡洛尔, [口服常释剂型],青海

德都红花七味丸, ,内蒙古

清热二十三味散, ,内蒙古

小牛血去蛋白提取物, [注射剂],青海

复方甘露醇, [注射剂],青海

尼莫地平, [缓释控释剂型],青海

木糖醇, [注射剂],青海

阿司匹林双嘧达莫, [口服常释剂型],青海

马来酸右旋噻吗洛尔, [滴眼剂],青海

复方联苯双酯, [口服常释剂型],青海

氧化樟脑, [注射剂],青海

升阳十一味丸, ,内蒙古

草果四味汤散, ,内蒙古

清肝二十七味丸, ,内蒙古

参竹精片, ,内蒙古

益心康泰胶囊, ,内蒙古

红花如意丸, ,内蒙古

清热八味胶囊, ,内蒙古

给喜古纳丸, ,内蒙古

槟榔七味丸, ,内蒙古

明目十六味丸, ,内蒙古

槟榔十三味丸, ,内蒙古

石膏二十五味散, ,内蒙古

痔瘘六味散, ,内蒙古

八味獐牙菜丸, ,内蒙古

寒水石小灰散, ,内蒙古

扫日劳四味胶囊, ,内蒙古

玉簪清咽十五味丸, ,内蒙古

珍珠活络二十九味丸, ,内蒙古

祛痛橡胶膏, ,内蒙古

八味清心沉香散, ,内蒙古

十六味冬青丸, ,内蒙古

伤湿止痛膏, ,内蒙古

清脑止痛胶囊, ,内蒙古

开郁舒肝丸, ,内蒙古

调经丸, ,内蒙古

莉芙敏片, ,内蒙古

金菌灵胶囊, ,内蒙古

桉柠蒎, [口服常释剂型],青海

乳酸菌素, [口服常释剂型],青海

复方氨茶碱, [口服常释剂型],青海

肝水解肽, [注射剂],青海

复合辅酶, [注射剂],青海

木耳舒筋丸, ,内蒙古

强筋健骨胶囊, ,内蒙古

伊血安颗粒, ,内蒙古

苏子油软胶囊, ,内蒙古

氨溴索, [泡腾片],青海

复方氨基丁酸维E, [口服常释剂型],青海

雷莫司琼, [注射剂],青海

可待因桔梗, [口服常释剂型],青海

辅酶Q10, [口服常释剂型],青海

环磷腺苷葡胺, [注射剂],青海

阿魏酸钠, [注射剂],青海

炎琥宁, [注射剂],青海

利福定, [口服常释剂型],青海

高乌甲素, [注射剂],青海

双氯芬酸利多卡因, [注射剂],青海

五水头孢唑林, [注射剂],青海

阿莫西林, [注射剂],青海

羧苄西林, [注射剂],青海

大山楂丸, ,青海

十味黑冰片散, ,青海

三磷酸腺苷, [注射剂],青海

穿琥宁, [注射剂],青海

复方别嘌醇, [口服常释剂型],青海

甲硝唑, [缓释控释剂型],青海

阿司匹林, [缓释控释剂型],青海

头孢甲肟, [注射剂],青海

萘夫西林, [注射剂],青海

安妥沙星, [口服常释剂型],青海

五味甘露药浴汤散, ,青海

八味狼牙菜丸, ,青海

二十五味驴血丸, ,青海

安置精华散, ,青海

八味主药散, ,青海

九味牛黄丸, ,青海

十味诃子片（丸）, ,青海

复方甘草氯化铵, [口服常释剂型],青海

安眠酮, [口服常释剂型],青海

西替利嗪, [口服液体剂],青海

六味五灵片, ,青海

渴络欣胶囊, ,青海

芪风颗粒, ,青海

帕珠丸, ,青海

三臣散, ,青海

松石丸（有）, ,青海

十味消食散, ,青海

长春胺, [缓释控释剂型],青海

阿扎司琼, [注射剂],青海

酮替芬, [口服液体剂],青海

注射用益气复脉(冻干), ,青海

哌泊塞嗪, [注射剂],青海

磷酸肌酸钠, [粉针剂],青海

创可贴, [贴剂],青海

维生素E, [胶丸;注射液;口服常释剂型],青海

肾上腺色腙（安络血）, [片剂;注射液],青海

复方卡托普利, [片剂],青海

小儿氨酚黄那敏, [颗粒剂],青海

贞芪扶正胶囊, ,青海

参桂再造丸, ,青海

重组改构人肿瘤坏死因子, [注射剂],青海

蒙脱石, [口服常释剂型],青海

复方骨肽, [注射液],青海

卡介菌多糖核酸, [注射液],青海

丁丙诺啡, [注射液],青海

精氨酸阿司匹林, [粉针剂],青海

葡萄糖酸钙锌, [口服液],青海

健胃消食片, ,青海

肠胃舒胶囊, ,青海

腰腿痛丸, ,青海

藻酸双酯钠, [注射剂],青海

葡萄糖氯化钙, [注射剂],青海

卡络磺钠, [注射剂],青海

醋甲唑胺, [口服常释剂型],青海

复方酮康唑, [软膏剂],青海

门冬氨酸鸟氨酸, [颗粒剂],青海

吗啉胍, [口服常释剂型],青海

氧氟沙星甘露醇, [注射剂],青海

氨苄西林氯唑西林, [注射剂],青海

环酯红霉素, [口服常释剂型],青海

帕珠沙星, [注射剂],青海

头孢曲松他唑巴坦, [注射剂],青海

复方氧化锌, [软膏剂],青海

复方氯解磷定, [注射剂],青海

重组人干扰素α1b, [滴眼剂],青海

特拉唑嗪, [丸剂],青海

左旋咪唑, [口服常释剂型],青海

哌替啶, [口服常释剂型],青海

头孢地嗪, [注射剂],青海

罗红霉素, [颗粒剂],青海

头孢匹胺, [注射剂],青海

胎盘多肽, [注射剂],青海

抗乙肝免疫核糖核酸, [注射剂],青海

吉非替尼, [口服常释剂型],青海

培美曲塞, [注射剂],青海

维生素AD, [口服常释剂型],青海

骨化三醇, [注射剂],青海

痔炎消片, ,青海

人参多糖注射液, ,青海

海利升注射液, ,青海

氟吡汀, [口服常释剂型],青海

巴利昔单抗, [注射剂],青海

胸腺肽, [口服常释剂型],青海

紫杉醇脂质体, [注射剂],青海

薄芝糖肽, [注射剂],青海

雌二醇, [口服常释剂型],青海

戊酸雌二醇雌二醇环丙孕酮, [口服常释剂型],青海

肛安软膏, ,青海

药艾条, ,青海

陇马陆胃药片, ,青海

脾多肽, [注射剂],青海

重组人干扰素γ, [注射剂],青海

小牛脾提取物, [注射剂],青海

18种氨基酸, [注射剂],青海

双异丙酚, [注射剂],青海

依降钙素, [注射剂],青海

复方支链氨基酸, [颗粒剂],青海

橡皮生肌膏, ,青海

生白口服液, ,青海

注射用红花黄色素, ,青海

十味乳香胶囊, ,青海

复方三七片, ,青海

香菇多糖, [注射剂],青海

复方氨基酸(18AA-N), [注射剂],青海

米格列奈, [口服常释剂型],青海

地塞米松, [缓释控释剂型],青海

生肌散, ,青海

石淋通胶囊, ,青海

七味胃痛胶囊, ,青海

沙棘干乳剂, ,青海

肾康栓, ,青海

跌打活血胶囊, ,青海

山莨菪麝香膏, ,青海

双黄止痒洗液, ,青海

克痒舒洗液, ,青海

小儿肺热咳喘口服液, ,青海

板蓝根泡腾片, ,青海

清肝利胆口服液, ,青海

心舒胶囊, ,青海

灯盏花颗粒, ,青海

小儿感冒颗粒, ,青海

云南红药胶囊, ,青海

强筋健骨丸, ,青海

归芍调经片, ,青海

消结安胶囊, ,青海

小儿利湿止泻颗粒, ,青海

黄芩茎叶解毒胶囊, ,青海

血必净注射液, ,青海

心脉隆注射液, ,青海

复方枣仁胶囊, ,青海

复方气管炎片（胶囊）, ,青海

龙牡壮骨颗粒, ,青海

中华跌打丸, ,青海

肠炎宁片（薄膜衣片）, ,青海

消糜栓, ,青海

大月晶丸, ,青海

九味青鹏散, ,青海

二十九味能消散, ,青海

二十五味竺黄散, ,青海

风湿止痛丸, ,青海

海昆肾喜胶囊, ,青海

金蝉止痒胶囊, ,青海

鲜竹沥口服液, ,青海

复方苦参洗剂, ,青海

小儿清肺化痰片（颗粒、口服液）, ,青海

十五味赛尔斗丸, ,青海

十六味杜鹃散, ,青海

四味止泻木汤散, ,青海

九味獐牙菜丸, ,青海

十一味能消胶囊, ,青海

小儿清咽颗粒, ,青海

复方草珊瑚含片, ,青海

洁尔阴洗液, ,青海

当归腹痛宁滴丸, ,青海

明目二十五味丸, ,青海

复方止咳胶囊, ,青海

润肺止咳合剂（胶囊）, ,青海

