Hos_Name,Hos_City,Hos_Grade,Hos_Speciality 
淮南东方医院新庄孜医院,安徽省-淮南市,二级乙等,
淮南市发电总厂职工医院（淮南田家庵发电厂医院）,安徽省-淮南市,二级乙等,泌尿科
中国化学工程第三建公司职工医院,安徽省-淮南市,二级乙等,
安徽理工大学附属医院淮南东方医院集团总医院,安徽省-淮南市,二级甲等,
淮南朝阳医院,安徽省-淮南市,,心血管疾病诊治中心
淮南矿业集团医疗卫生管理中心李一医院,安徽省-淮南市,一级甲等,
淮南东方医院集团望峰岗医院,安徽省-淮南市,一级甲等,
淮南东方医院集团洞泉医院,安徽省-淮南市,一级甲等,
淮南市第一人民医院西区,安徽省-淮南市,二级乙等,
淮南矿业集团医疗管理中心新庄孜医院,安徽省-淮南市,二级乙等,
淮南铁路医院,安徽省-淮南市,二级乙等,
淮南市第三人民医院,安徽省-淮南市,二级乙等,
淮南市精神病医院,安徽省-淮南市,二级乙等,
淮南东方医院集团肿瘤医院（淮南第一矿工医院）,安徽省-淮南市,二级甲等,化疗一科、放疗科
淮南新康医院,安徽省-淮南市,二级甲等,
淮南矿务局第三矿工医院,安徽省-淮南市,二级甲等,
淮南第三矿工医院,安徽省-淮南市,二级甲等,
淮南矿业集团有限公司第一矿工医院,安徽省-淮南市,二级甲等,
淮南新华医疗集团第四矿工医院,安徽省-淮南市,二级甲等,
淮南矿务局职业病防治院,安徽省-淮南市,二级甲等,
淮南新华医院,安徽省-淮南市,三级乙等,普外科、骨科、呼吸内科、心内科、消化内科、内分泌科、肾内科、神经内科、儿科、烧伤整形科、泌尿外科、妇产科、核医学科、耳鼻咽喉科
淮南市第一人民医院,安徽省-淮南市,三级乙等,骨科、眼科、心血管内科、神经内科、胸心外科
合肥市曙光医院,安徽省-合肥市,,
合肥东市区中医院（合肥仁和中医院）,安徽省-合肥市,,
淮南东方医院集团总医院,安徽省-淮南市,二级甲等,
淮南市妇幼保健院,安徽省-淮南市,二级甲等,
淮南市第二人民医院,安徽省-淮南市,二级甲等,
淮南矿业集团有限责任公司第四矿工医院,安徽省-淮南市,二级甲等,
淮南市中医院,安徽省-淮南市,二级甲等,
淮南市第四人民医院,安徽省-淮南市,二级甲等,
淮南第二矿工医院,安徽省-淮南市,三级乙等,
淮南新华医疗集团第二矿工医院,安徽省-淮南市,三级乙等,
合肥市郊区人民医院,安徽省-合肥市,,
合肥市第一人民医院合肥红十字会博恩医院,安徽省-合肥市,,
肥西县红十字医院,安徽省-合肥市,,
长丰县第二人民医院,安徽省-合肥市,,
合肥整型外科医院,安徽省-合肥市,,
安徽电建一公司,安徽省-合肥市,,
合肥市中医妇科专科医院,安徽省-合肥市,,
合肥市第六人民医院（合肥市传染病医院合肥市肿瘤医院）,安徽省-合肥市,,
合肥市中市第二人民医院,安徽省-合肥市,,
合肥市红十字会消化病专科医院,安徽省-合肥市,,
合肥中肾医院,安徽省-合肥市,,肾病预防保健科
安徽省康复医院安徽省立医院分院,安徽省-合肥市,,
合肥东市区中医院合肥仁和中医院,安徽省-合肥市,,
合肥市中市区人民医院,安徽省-合肥市,,
合肥市中医肿瘤医院,安徽省-合肥市,,
安徽省皖江机械厂职工医院,安徽省-合肥市,,
安徽省中国科学院合肥分院职工医院,安徽省-合肥市,,
安徽省妇幼保健所,安徽省-合肥市,,
合肥心脑血管病医院,安徽省-合肥市,,
合肥市红十字会美容医院,安徽省-合肥市,,
合肥市瑶海区仁和中医院,安徽省-合肥市,,
安徽省交通职工医院,安徽省-合肥市,,
合肥纺织医院,安徽省-合肥市,,
合肥东市区妇幼保健站,安徽省-合肥市,,
合肥市郊区妇幼保健站,安徽省-合肥市,,
合肥市第六人民医院合肥市传染病医院合肥市肿瘤医院,安徽省-合肥市,,
安徽省新华肿瘤医院,安徽省-合肥市,,
合肥市第一人民医院分院合肥市蜀山镇医院,安徽省-合肥市,,
合肥市红十字会泌尿外科医院,安徽省-合肥市,,
合肥市第一人民医院西区,安徽省-合肥市,,
安徽省人大常委会机关医院,安徽省-合肥市,,
安徽医科大学附口腔医院,安徽省-合肥市,,
合肥市中医院,安徽省-合肥市,,
安徽省立医院分院,安徽省-合肥市,,
合肥市中市区妇幼保健站,安徽省-合肥市,,
长丰县妇幼保健所,安徽省-合肥市,,
肥西县妇幼保健所,安徽省-合肥市,,
中国科学技术大学校医院,安徽省-合肥市,,
肥东县第二人民医院,安徽省-合肥市,,
合肥市第四人民医院合肥市红十字会医院合肥市精神病医院,安徽省-合肥市,,
合肥市公交医院,安徽省-合肥市,,
合肥工业大学第二医院,安徽省-合肥市,,
肥东县中医院,安徽省-合肥市,,
安徽氯碱化工集团有限责任公司医院,安徽省-合肥市,,
合肥市城南医院,安徽省-合肥市,,
长丰县农场医院,安徽省-合肥市,,
长丰县中医院,安徽省-合肥市,,
长丰县妇幼保健站,安徽省-合肥市,,
中国人民解放军安徽省军区医院,安徽省-合肥市,,
合肥光华医院,安徽省-合肥市,,
国营江淮航空仪表厂职工医院,安徽省-合肥市,,
安徽电建一公司（广益）医院,安徽省-合肥市,,
合肥现代妇科医院,安徽省-合肥市,,妇科、计划生育科
合肥淝泗汽车制造厂医院,安徽省-合肥市,,
合肥市中医结石专科医院,安徽省-合肥市,,
安徽省皮肤病防治所,安徽省-合肥市,,
肥东县精神卫生防治院,安徽省-合肥市,,
合肥市东市区第二人民医院合肥市曙光医院,安徽省-合肥市,,
合肥市西市区人民医院,安徽省-合肥市,,
合肥江淮汽车制造厂医院,安徽省-合肥市,,
铁道部第四工程局新线铁路运输工程处医院,安徽省-合肥市,,
合肥市西市区妇幼保健站,安徽省-合肥市,,
合肥市东市区痔瘘医院,安徽省-合肥市,,
合肥现代泌尿专科医院,安徽省-合肥市,,妇科、不孕不育科、男性泌尿科
合肥市东市区第一人民医院合肥康泰医院,安徽省-合肥市,,
铁道部第四工程局八公司第一医院,安徽省-合肥市,,
合肥庐阳医院,安徽省-合肥市,,
安徽大学医院,安徽省-合肥市,,
安徽省立儿童医院,安徽省-合肥市,,
合肥爱尔眼科医院,安徽省-合肥市,,
合肥市中山医院,安徽省-合肥市,,
合肥男科医院,安徽省-合肥市,,
长丰县人民医院,安徽省-合肥市,,
合肥市红十字会性康复医院,安徽省-合肥市,,
合肥市友谊医院,安徽省-合肥市,,
铁道部第四工程局第四处职工医院,安徽省-合肥市,,
合肥工业大学医院,安徽省-合肥市,,
合肥市口腔医院,安徽省-合肥市,,
安徽长征微创外科医院,安徽省-合肥市,,
合肥心血管病医院,安徽省-合肥市,,
合肥市妇幼保健院,安徽省-合肥市,,
合肥市蜀山区第二人民医院,安徽省-合肥市,一级丙等,
合肥市瑶海区第二人民医院,安徽省-合肥市,一级乙等,
合肥市瑶海区第一人民医院,安徽省-合肥市,一级甲等,
合肥市东市区第一人民医院,安徽省-合肥市,一级甲等,
合肥市东市区第二人民医院,安徽省-合肥市,一级甲等,
安徽省人民政府机关医院,安徽省-合肥市,一级甲等,
合肥市第一人民医院分院,安徽省-合肥市,一级甲等,
中国科学技术大学医院,安徽省-合肥市,二级乙等,
合肥市康泰医院,安徽省-合肥市,二级乙等,
合肥市第八人民医院,安徽省-合肥市,二级乙等,
肥东县中医医院,安徽省-合肥市,二级乙等,
合肥包河医院,安徽省-合肥市,一级甲等,
合肥市中市人民医院,安徽省-合肥市,一级甲等,
合肥市中医结石病专科医院,安徽省-合肥市,一级甲等,
合肥市城建医院,安徽省-合肥市,一级甲等,
合肥市第九人民医院合肥市包河区医院,安徽省-合肥市,一级甲等,
合肥市传染病医院,安徽省-合肥市,一级甲等,
合肥东南骨科医院,安徽省-合肥市,二级乙等,
中铁四局集团第四工程有限公司职工医院,安徽省-合肥市,二级乙等,
合肥市中医肛肠医院,安徽省-合肥市,二级乙等,
合肥中医推拿医院,安徽省-合肥市,二级乙等,
肥西县人民医院,安徽省-合肥市,二级乙等,
合肥市第一人民医院蜀山分院（合肥市蜀山镇医院）,安徽省-合肥市,二级甲等,
合肥钢铁公司职工医院,安徽省-合肥市,二级甲等,
安徽省水利厅职工医院,安徽省-合肥市,二级甲等,
中铁四局集团中心医院,安徽省-合肥市,二级甲等,
铁道部第四工程局中心医院,安徽省-合肥市,二级甲等,
肥东县人民医院,安徽省-合肥市,二级甲等,
安徽省肺科医院,安徽省-合肥市,二级甲等,
安徽中医学院第二附属（针灸）医院,安徽省-合肥市,二级甲等,
合肥凤凰肿瘤医院,安徽省-合肥市,二级甲等,肿瘤内科、肿瘤外科、中西医结合科
安徽省建医院,安徽省-合肥市,二级甲等,
安徽医学高等专科学校附属医院,安徽省-合肥市,二级甲等,
肥西县中医院,安徽省-合肥市,二级甲等,
合肥钢铁集团有限公司职工医院,安徽省-合肥市,二级甲等,
安徽中医学院神经病学研究所附属医院,安徽省-合肥市,二级甲等,
安徽济民肿瘤医院,安徽省-合肥市,二级甲等,
合肥市友好医院（中国人民解放军一0四医院、104医院）,安徽省-合肥市,二级甲等,
合肥铁路医院,安徽省-合肥市,二级甲等,
安徽省立友谊医院,安徽省-合肥市,二级甲等,
安徽省康复医院,安徽省-合肥市,二级甲等,
合肥市第三人民医院,安徽省-合肥市,二级甲等,
合肥市精神病医院,安徽省-合肥市,三级乙等,
合肥市红十字会眼科医院,安徽省-合肥市,三级甲等,
武警安徽省总队医院,安徽省-合肥市,三级甲等,
安徽医科大学第二附属医院（医科大二附院）,安徽省-合肥市,三级甲等,肾脏科、呼吸内科、内分泌科、神经内科、消化内科、普外科、耳鼻喉-头颈外科、急诊外科、骨科、妇科、妇产科、产科、放射科、超声诊断科、病理科、内窥镜室
安徽省精神卫生防治中心,安徽省-合肥市,三级甲等,
安徽中医学院第一附属医院,安徽省-合肥市,三级甲等,
合肥市第四人民医院,安徽省-合肥市,三级甲等,
合肥市第二人民医院,安徽省-合肥市,三级甲等,心血管内科、神经内科、消化内科、血管外科、骨科、耳鼻咽喉科、放射科、检验科、医技科室、神经外科
扶余县预防保健站,吉林省-松原市,,
合肥市妇婴保健院,安徽省-合肥市,三级乙等,
中国人民武装警察部队安徽省总队医院,安徽省-合肥市,三级甲等,
中国人民解放军第一○五医院,安徽省-合肥市,三级甲等,
安徽中医学院第二附属医院安徽中医学院附属针灸医院,安徽省-合肥市,三级甲等,
合肥市第一人民医院（合肥红十字会博恩医院、安徽医科大学第三附属学院）,安徽省-合肥市,三级甲等,中医科、血液肿瘤科、肾内科、麻醉科、药学部、检验科
安徽省中医院,安徽省-合肥市,三级甲等,呼吸科、推拿科
安徽医科大学第一附属医院,安徽省-合肥市,三级甲等,风湿免疫科、儿科、神经内科、消化内科、皮肤性病科、普外科、血液内科、感染病科、急诊外科、肿瘤内科、整形外科、康复医学科、妇产科、骨科、神经外科、耳鼻咽喉科、内分泌科、烧伤外科、呼吸内科、急诊内科、病理科、药剂科、核医学科、小儿脑瘫康复中心、整形美容科
安徽省立医院,安徽省-合肥市,三级甲等,心血管内科、肿瘤放疗科、神经内科、呼吸科、消化内科、血液科、中医内科、中医肿瘤科、检验科、泌尿外科、骨科、神经外科、麻醉科、心脏外科、普外科、儿外科、胸心外科、妇产科、耳鼻咽喉科、口腔科、眼科、输血科
前郭县口腔医院,吉林省-松原市,,
吉林省扶余县康复医院,吉林省-松原市,,
松原铁路医院,吉林省-松原市,一级甲等,
前郭县妇幼保健院,吉林省-松原市,一级甲等,
宁江区妇幼保健院,吉林省-松原市,一级甲等,
松原市宁江区中医院,吉林省-松原市,二级乙等,
宁江区中医院,吉林省-松原市,二级乙等,
松原市妇幼保健院,吉林省-松原市,二级甲等,
长岭县妇幼保健站,吉林省-松原市,二级甲等,
长岭县第二医院,吉林省-松原市,二级甲等,
松原市中心医院,吉林省-松原市,二级甲等,
松原市扶余区第二医院,吉林省-松原市,二级甲等,
松原市扶余区康复医院,吉林省-松原市,一级甲等,
松原市扶余区中医院,吉林省-松原市,一级甲等,
松原市宁江区妇幼保健院,吉林省-松原市,二级乙等,
扶余县第一人民医院,吉林省-松原市,二级乙等,
乾安县妇幼保健站,吉林省-松原市,二级乙等,
前郭县中医院,吉林省-松原市,二级甲等,
乾安县医院,吉林省-松原市,二级甲等,
乾安县中医院,吉林省-松原市,二级甲等,
长岭县中医院,吉林省-松原市,二级甲等,
松原市扶余区中医骨伤医院,吉林省-松原市,二级甲等,
扶余华侨农场职工医院,吉林省-松原市,二级甲等,
前郭县医院,吉林省-松原市,二级甲等,
吉林油田总医院,吉林省-松原市,二级甲等,
长白县保健站,吉林省-白山市,,
松树煤矿职工医院,吉林省-白山市,,
江源县妇幼保健院,吉林省-白山市,,
靖宇县人民医院,吉林省-白山市,,
湾沟煤矿职工医院,吉林省-白山市,,
泉阳林业局医院,吉林省-白山市,,
白山市八道江区通济医院,吉林省-白山市,一级甲等,
长岭县医院,吉林省-松原市,二级甲等,
松原市人民医院,吉林省-松原市,二级甲等,
板石沟铁矿职工医院,吉林省-白山市,,
长白县医院,吉林省-白山市,,
江源县中西医结合医院,吉林省-白山市,,
中国水利水电第一工程局第一职工医院,吉林省-白山市,,
白山市康宁医院,吉林省-白山市,,
大栗子铁矿职工医院,吉林省-白山市,,
长白县中医院,吉林省-白山市,,
白山市八道江区市郊医院,吉林省-白山市,一级甲等,
白山市八道江区医院,吉林省-白山市,二级丙等,
长白朝鲜族自治县医院,吉林省-白山市,二级乙等,
抚松县泉阳医院,吉林省-白山市,二级乙等,
露水河林业局职工医院,吉林省-白山市,二级乙等,
江源县妇幼保健站,吉林省-白山市,二级乙等,
靖宇县医院,吉林省-白山市,二级甲等,
临江市妇幼保健院,吉林省-白山市,二级甲等,
白山市红十字会医院,吉林省-白山市,二级甲等,
白山市妇幼保健院,吉林省-白山市,二级甲等,
临江市医院,吉林省-白山市,二级甲等,
江源县医院,吉林省-白山市,二级乙等,
砟子煤矿职工医院,吉林省-白山市,二级乙等,
三岔子林业局职工医院,吉林省-白山市,二级乙等,
白山市结核病医院,吉林省-白山市,二级乙等,
抚松县中医院,吉林省-白山市,二级乙等,
江源县人民医院,吉林省-白山市,二级甲等,
抚松县妇幼保健站,吉林省-白山市,二级甲等,
临江林业局职工医院,吉林省-白山市,二级甲等,
靖宇县中医院,吉林省-白山市,二级甲等,
白山市八道江第二人民医院,吉林省-白山市,二级甲等,
白山市神经精神病医院,吉林省-白山市,二级甲等,
靖宇县保健站,吉林省-白山市,二级甲等,
白山市二轻医院,吉林省-白山市,二级甲等,
抚松县医院,吉林省-白山市,二级甲等,
东丰县妇幼保健站,吉林省-辽源市,,
辽源市龙山区生殖保健医院,吉林省-辽源市,,
辽源市龙山区中西医结合肛肠医院,吉林省-辽源市,一级乙等,
辽源市龙山区中医院,吉林省-辽源市,一级甲等,
东辽县安恕镇卫生院,吉林省-辽源市,一级甲等,
东辽县宴平乡卫生院,吉林省-辽源市,一级甲等,
湾沟林业局职工医院,吉林省-白山市,二级甲等,
白山市八道江区妇幼保健院,吉林省-白山市,二级甲等,
白山市中心医院,吉林省-白山市,二级甲等,
白山市中医院,吉林省-白山市,二级甲等,
辽源市东丰县钢厂医院,吉林省-辽源市,,
辽源市龙山区心脑血管病专科医院,吉林省-辽源市,,
东辽县安石镇卫生院,吉林省-辽源市,一级甲等,
东辽县凌云乡卫生院,吉林省-辽源市,一级甲等,
东辽县第三人民医院,吉林省-辽源市,一级甲等,
东辽县椅山乡卫生院,吉林省-辽源市,一级甲等,
东辽县金州乡卫生院,吉林省-辽源市,一级甲等,
辽源市龙山区痔瘘医院,吉林省-辽源市,一级甲等,
东辽县石驿镇卫生院,吉林省-辽源市,一级甲等,
东辽县金岗镇卫生院,吉林省-辽源市,一级甲等,
东辽县云顶镇卫生院,吉林省-辽源市,一级甲等,
辽源市西安区人民医院,吉林省-辽源市,二级丙等,
辽源市龙山区康复医院,吉林省-辽源市,二级乙等,
辽源市口腔医院,吉林省-辽源市,二级乙等,
辽源市钢铁厂医院,吉林省-辽源市,二级甲等,
辽源市龙山区妇幼保健站,吉林省-辽源市,二级甲等,
东辽县平岗镇卫生院,吉林省-辽源市,一级甲等,
东丰县妇幼保健院,吉林省-辽源市,一级甲等,
东辽县石河乡卫生院,吉林省-辽源市,一级甲等,
东辽县中医院,吉林省-辽源市,一级甲等,
东辽县寿山镇卫生院,吉林省-辽源市,一级甲等,
辽源矿务局梅河煤矿职工医院,吉林省-辽源市,二级乙等,
辽源市第二人民医院,吉林省-辽源市,二级乙等,
辽源市传染病医院,吉林省-辽源市,二级乙等,
辽源矿务局太信医院,吉林省-辽源市,二级甲等,
辽源市矿务局职工总医院,吉林省-辽源市,二级甲等,
辽源矿务局总医院,吉林省-辽源市,二级甲等,
东丰县中医院,吉林省-辽源市,二级甲等,
辽源市龙山区人民医院,吉林省-辽源市,二级甲等,
东辽县第二人民医院,吉林省-辽源市,二级甲等,
辽源市妇婴医院,吉林省-辽源市,二级甲等,
辽源市中医院,吉林省-辽源市,三级甲等,
白城市三二一医院,吉林省-白城市,,
白城市洮北区妇幼保健院,吉林省-白城市,,
洮北区二医院,吉林省-白城市,,
白城市万宝煤矿职工医院,吉林省-白城市,一级甲等,
东丰县传染病院,吉林省-辽源市,二级甲等,
东丰县第二人民医院,吉林省-辽源市,二级甲等,
东丰县医院,吉林省-辽源市,二级甲等,
东辽县人民医院,吉林省-辽源市,二级甲等,
辽源市中心医院,吉林省-辽源市,二级甲等,
洮北区整骨医院,吉林省-白城市,,
镇赉县妇幼保健院,吉林省-白城市,,
白城市洮北区肛肠病医院,吉林省-白城市,,
白城市造纸厂医院,吉林省-白城市,一级甲等,
白城市妇幼保健院,吉林省-白城市,一级甲等,
洮南市妇幼保健院,吉林省-白城市,一级甲等,
镇赉四方坨子劳改总队医院,吉林省-白城市,一级甲等,
通榆县妇产医院,吉林省-白城市,二级乙等,
镇赉县医院,吉林省-白城市,二级乙等,
通榆县开通医院,吉林省-白城市,二级乙等,
大安市第三人民医院,吉林省-白城市,二级乙等,
洮南市医院,吉林省-白城市,二级甲等,
中国人民解放军第三二一医院,吉林省-白城市,二级甲等,
大安市第一人民医院,吉林省-白城市,二级甲等,
洮南市第一医院,吉林省-白城市,二级甲等,
白城市洮北区肛肠医院,吉林省-白城市,一级甲等,
白城市洮北区妇幼保健所,吉林省-白城市,二级乙等,
大安市创伤医院,吉林省-白城市,二级乙等,
大安市第二人民医院,吉林省-白城市,二级乙等,
镇赉县中医院,吉林省-白城市,二级乙等,
大安市第四人民医院,吉林省-白城市,二级乙等,
白城市洮北区中医院,吉林省-白城市,二级甲等,
洮南市城郊医院,吉林省-白城市,二级甲等,
洮南市精神病院,吉林省-白城市,二级甲等,
白城市口腔医院,吉林省-白城市,二级甲等,
白城市传染病医院,吉林省-白城市,二级甲等,
大安市第二医院,吉林省-白城市,二级甲等,
白城市神经精神病医院,吉林省-白城市,二级甲等,
大安市妇幼保健院,吉林省-白城市,二级甲等,
白城中心医院,吉林省-白城市,二级甲等,
通榆县中医院,吉林省-白城市,二级甲等,
白城市第三人民医院,吉林省-白城市,二级甲等,
大安市中医院,吉林省-白城市,二级甲等,
四平市薄板厂烧伤医院,吉林省-四平市,,
伊通满族自治县保健站,吉林省-四平市,,
白城市洮北区整骨医院,吉林省-白城市,二级甲等,
通榆县第二医院,吉林省-白城市,二级甲等,
洮南市中医院,吉林省-白城市,二级甲等,
白城市医院,吉林省-白城市,二级甲等,
通榆县第一医院,吉林省-白城市,二级甲等,
白城铁路医院,吉林省-白城市,二级甲等,
白城医学高等专科学校附属医院,吉林省-白城市,二级甲等,
四平市铁路医院,吉林省-四平市,,
公主岭市国文医院,吉林省-四平市,,
公主岭市机械厂职工医院,吉林省-四平市,,
伊通满族自治县妇幼保健院,吉林省-四平市,,
公主岭市妇幼保健院,吉林省-四平市,,
四平市铁西区妇幼保健院,吉林省-四平市,,
伊通满族自治县第三人民医院,吉林省-四平市,,
公主岭市空军四六二医院,吉林省-四平市,,
梨树县妇幼保健院,吉林省-四平市,一级甲等,
四平市春江医院,吉林省-四平市,一级甲等,
梨树县第三人民医院,吉林省-四平市,一级甲等,
双辽市妇幼保健院,吉林省-四平市,一级甲等,
梨树县第二人民医院,吉林省-四平市,二级乙等,
四平市妇幼保健院,吉林省-四平市,,
四平市幼生医院,吉林省-四平市,,
中国人民解放军空军公主岭市四六二医院,吉林省-四平市,,
公主岭市安康医院,吉林省-四平市,,
铁西区妇婴医院,吉林省-四平市,一级甲等,
铁西区第八医院,吉林省-四平市,一级甲等,
梨树县中医院,吉林省-四平市,一级甲等,
四平市铁西区妇幼保健站,吉林省-四平市,一级甲等,
通钢集团四平新塑钢绞线有限公司烧伤医院,吉林省-四平市,一级甲等,
四平市铁西区人民医院,吉林省-四平市,二级乙等,
四平市社会精神病院,吉林省-四平市,二级乙等,
四平市气管炎研究所,吉林省-四平市,二级乙等,
通辽铁路分局郑家屯医院,吉林省-四平市,二级乙等,
公主岭市第三医院,吉林省-四平市,二级乙等,
公主岭市中心医院,吉林省-四平市,二级乙等,
四平市结核病院,吉林省-四平市,二级乙等,
双辽市第一人民医院（双辽铁路医院）,吉林省-四平市,二级乙等,
四平留后路铁路医院,吉林省-四平市,二级甲等,
双辽市中医院,吉林省-四平市,二级甲等,
四平市平西医院,吉林省-四平市,二级甲等,
双辽市中心医院,吉林省-四平市,二级乙等,
四平市皮肤病医院,吉林省-四平市,二级乙等,
四平市结核病医院,吉林省-四平市,二级乙等,
伊通满族自治县中医院,吉林省-四平市,二级乙等,
伊通满族自治县第一人民医院,吉林省-四平市,二级乙等,
双辽市人民医院,吉林省-四平市,二级乙等,
四平市中西医结合医院,吉林省-四平市,二级甲等,
铁西区肿瘤医院,吉林省-四平市,二级甲等,
四平市平东医院,吉林省-四平市,二级甲等,
四平市佑生医院,吉林省-四平市,二级甲等,
四平市铁东区妇幼保健站,吉林省-四平市,二级甲等,
四平市中医院,吉林省-四平市,二级甲等,
四平市骨质增生病医院,吉林省-四平市,二级甲等,
双辽市第二人民医院,吉林省-四平市,二级甲等,
四平爱龄奇医院（中国人民解放军二Ｏ七医院）,吉林省-四平市,二级甲等,
四平市第一人民医院,吉林省-四平市,二级甲等,
公主岭市中医院,吉林省-四平市,二级甲等,
四平市传染病医院,吉林省-四平市,二级甲等,
双辽市铁路医院,吉林省-四平市,二级甲等,
梨树县第一人民医院,吉林省-四平市,二级甲等,
四平市安宁医院,吉林省-四平市,二级甲等,
四平市妇婴医院,吉林省-四平市,二级甲等,
四平市中心人民医院,吉林省-四平市,二级甲等,
四平市铁东医院,吉林省-四平市,二级甲等,
四平市口腔医院,吉林省-四平市,二级甲等,
四平卫校临床医院,吉林省-四平市,二级甲等,
伊通满族自治县人民医院,吉林省-四平市,二级甲等,
公主岭市人民医院,吉林省-四平市,二级甲等,
四平市胃肠病研究所,吉林省-四平市,二级甲等,
四平市中心医院,吉林省-四平市,二级甲等,
吉林省脑科医院（吉林省神经精神病医院、吉林省第三人民医院）,吉林省-四平市,三级甲等,
通化市第二人民医院通化市传染病医院,吉林省-通化市,,
柳河县妇幼保健院,吉林省-通化市,,
梅河口市第四医院,吉林省-通化市,,
梅河口铁路职工医院,吉林省-通化市,,
通化市传染病医院,吉林省-通化市,,
辉南县妇幼保健院,吉林省-通化市,,
集安市结核病防治所,吉林省-通化市,一级甲等,
集安市妇幼保健所,吉林省-通化市,一级甲等,
集安市妇幼保健院,吉林省-通化市,一级甲等,
梅河口市第三医院,吉林省-通化市,,
通化市中医医院,吉林省-通化市,,
通化市铁路职工医院,吉林省-通化市,,
梅河口市第二医院梅河口市骨伤医院,吉林省-通化市,,
吉林省梅河口市张德壮中医诊所,吉林省-通化市,,
辉南血栓病专科医院,吉林省-通化市,,
梅河口劳改支队医院,吉林省-通化市,,
通化市东昌区正骨按摩医院,吉林省-通化市,一级甲等,
辉南森林经营局职工医院,吉林省-通化市,一级甲等,
柳河县第二人民医院,吉林省-通化市,一级甲等,
梅河口市妇幼保健院,吉林省-通化市,一级甲等,
通化钢铁集团大栗子矿业有限责任公司医院,吉林省-通化市,一级甲等,
柳河县骨科医院,吉林省-通化市,一级甲等,
集安市城区医院,吉林省-通化市,二级乙等,
通化县人民医院,吉林省-通化市,二级乙等,
辉南县康达医院,吉林省-通化市,二级乙等,
通化铁路分局梅河口医院,吉林省-通化市,二级乙等,
柳河县中医院,吉林省-通化市,二级乙等,
通化市振国肿瘤防治院,吉林省-通化市,二级乙等,
通化市东昌区妇幼保健院,吉林省-通化市,二级甲等,
通化县保健站,吉林省-通化市,一级甲等,
柳河县妇幼保健站,吉林省-通化市,一级甲等,
辉南县血栓病专科医院,吉林省-通化市,一级甲等,
通化市二道江区中医院,吉林省-通化市,二级乙等,
通化市海龙精神病医院,吉林省-通化市,二级乙等,
吉林省杉松岗煤矿职工医院,吉林省-通化市,二级乙等,
通化矿务局铁厂洗煤厂结核病防治院,吉林省-通化市,二级乙等,
集安市医院,吉林省-通化市,二级乙等,
通化铁路分局通化医院,吉林省-通化市,二级乙等,
辉南县人民医院,吉林省-通化市,二级甲等,
柳河县第二医院,吉林省-通化市,二级甲等,
通化市东昌区江东医院,吉林省-通化市,二级甲等,
辉南县第三人民医院,吉林省-通化市,二级甲等,
通化钢铁集团有限责任公司职工医院,吉林省-通化市,二级甲等,
通化市东昌区口腔医院,吉林省-通化市,二级甲等,
通化市东昌区人民医院,吉林省-通化市,二级甲等,
中国人民解放军81123医院,吉林省-通化市,二级甲等,
中国人民解放军第二Ｏ六医院,吉林省-通化市,二级甲等,
通化矿务局总院,吉林省-通化市,二级甲等,
集安市第二人民医院,吉林省-通化市,二级甲等,
通化县第二人民医院,吉林省-通化市,二级甲等,
梅河口市第二医院,吉林省-通化市,二级甲等,
辉南县第二人民医院,吉林省-通化市,二级甲等,
辉南县中医院,吉林省-通化市,二级甲等,
通化市妇幼保健院,吉林省-通化市,二级甲等,
梅河口市医院爱民医院,吉林省-通化市,二级甲等,
通化铁路医院,吉林省-通化市,二级甲等,
柳河县第三人民医院,吉林省-通化市,二级甲等,
通化市眼科医院,吉林省-通化市,二级甲等,
通化县中医院,吉林省-通化市,二级甲等,
通化市东昌区痔瘘医院,吉林省-通化市,二级甲等,
梅河口市医院,吉林省-通化市,二级甲等,
通化市二道江区妇幼保健院,吉林省-通化市,二级甲等,
集安市中医院,吉林省-通化市,二级甲等,
通化市口腔医院,吉林省-通化市,二级甲等,
通化市精神病院,吉林省-通化市,二级甲等,
通化市结核病医院,吉林省-通化市,二级甲等,
通化矿务局总医院,吉林省-通化市,三级甲等,
吉林市疾病预防控制中心,吉林省-吉林市,,
舒兰市妇幼保健站,吉林省-吉林市,一级丙等,
梅河口市81899部队皮肤病医院,吉林省-通化市,二级甲等,
通化市传染病院,吉林省-通化市,二级甲等,
河口县农垦三医院精神康复科,吉林省-通化市,二级甲等,
梅河口市中医院,吉林省-通化市,二级甲等,
通化市中医院,吉林省-通化市,二级甲等,
通化市中心医院,吉林省-通化市,二级甲等,
通化市人民医院,吉林省-通化市,二级甲等,
吉林肛肠医院,吉林省-吉林市,,
舒兰市妇幼保健院,吉林省-吉林市,一级丙等,
吉林市偏瘫康复医院,吉林省-吉林市,一级甲等,
吉林市永恒口腔医院,吉林省-吉林市,一级甲等,
吉林市船营区牙科医院,吉林省-吉林市,一级甲等,
吉林市中西医结合心脑血管医院,吉林省-吉林市,一级甲等,
吉林市精神病总院,吉林省-吉林市,一级甲等,
吉林市丰满区妇幼保健院,吉林省-吉林市,一级甲等,
吉林市第五人民医院,吉林省-吉林市,一级甲等,
吉林市徐景信中医肿瘤皮肤病研治所,吉林省-吉林市,一级甲等,
吉林市九站医院,吉林省-吉林市,一级甲等,
吉林市中西医结合心脑血管病医院,吉林省-吉林市,一级甲等,
昌邑区职工医院,吉林省-吉林市,一级甲等,
